data_temp.dat
3
X
Y
Var
200.0 800.0 0.14878685252229767 
200.0 600.0 0.30305666929712555 
200.0 400.0 0.225075354074127 
200.0 200.0 0.12906443119916636 
400.0 800.0 0.19381646157670468 
400.0 600.0 0.138792391474414 
400.0 400.0 0.2333428258458115 
400.0 200.0 0.19178191067107225 
600.0 800.0 0.17367304534446087 
600.0 600.0 0.20792086487857867 
600.0 400.0 0.15063750014072658 
600.0 200.0 0.2075526208359986 
800.0 800.0 0.24603745536846708 
800.0 600.0 0.2726896783092979 
800.0 400.0 0.19226196848749905 
800.0 200.0 0.14417348184032802 
710.0 139.0 0.16974816220756284 
110.0 649.0 0.31301400938974544 
80.0 919.0 0.1788971762290654 
770.0 169.0 0.09880055502128444 
430.0 569.0 0.1261556401334368 
290.0 139.0 0.2137107904199792 
990.0 589.0 0.16811658668867868 
780.0 359.0 0.07871155956096462 
570.0 9.0 0.12463141836341594 
940.0 279.0 0.20989476025082918 
200.0 769.0 0.1800090469503568 
940.0 959.0 0.15153787952815623 
980.0 609.0 0.20133582581287668 
680.0 859.0 0.2193815458678865 
980.0 709.0 0.24168031604497087 
360.0 559.0 0.14039235101387654 
290.0 299.0 0.22011417267482536 
250.0 539.0 0.09131488322636903 
60.0 449.0 0.24843680433082527 
160.0 549.0 0.2541245034385085 
860.0 729.0 0.25700633678806567 
680.0 569.0 0.23657103990921044 
730.0 379.0 0.07652470925165608 
760.0 79.0 0.20424333336983444 
580.0 839.0 0.2149244776585739 
990.0 89.0 0.21118473293407442 
580.0 849.0 0.18437980907308 
70.0 209.0 0.15468258286611175 
720.0 229.0 0.17590644488815405 
180.0 929.0 0.058925821607730786 
410.0 339.0 0.23023326780040299 
320.0 989.0 0.07314123901044707 
370.0 709.0 0.16797262068410151 
170.0 879.0 0.13687427497420676 
790.0 349.0 0.08635729363564605 
